Title,URL,Time,Abstrace,State
Power Plants Ranked High on Pollution List,https://www.nytimes.com/2006/07/28/nyregion/power-plants-ranked-high-on-pollution-list.html,2006-07-28T05:00:00+0000,"Washington-based Environmental Integrity Project says two electricity-generating plants owned by Public Service Electric and Gas, in Hamilton Township and Jersey City, are among nation's dirtiest; utility says rankings are based on erroneous emissions data; sole New York plant on list is coal-fired one in Tonawanda, owned by NRG Energy Inc (S)",New Jersey
"Camden Journal; Air Is Heavy With Pollution, and Resentment",https://www.nytimes.com/2001/05/28/nyregion/camden-journal-air-is-heavy-with-pollution-and-resentment.html,2001-05-28T05:00:00+0000,"Air in Waterfront South section of Camden, NJ, is usually so filled with dust and other pollutants from smokestacks and trucks that it is nearly unbreathable; neighborhood is made up of mostly poor black families who believe they carry unfair burden of industry and their fight has made it battleground in emerging field of environmental justice, which involves recognition of poor minority communities as repository for industry and its pollutants; photo (M)",New Jersey
Northeast States Welcome U.S. Rule Cutting Pollution,https://www.nytimes.com/2005/03/11/nyregion/northeast-states-welcome-us-rule-cutting-pollution.html,2005-03-11T05:00:00+0000,Clean Air Interstate Rule will drastically reduce smog and soot over New York State and New Jersey; new rule requires 28 states to reduce sulfur dioxide and nitrogen oxide emissions (M),New Jersey
States to Fight Easing of Rules On Pollution By Power Plants,https://www.nytimes.com/2003/08/29/nyregion/states-to-fight-easing-of-rules-on-pollution-by-power-plants.html,2003-08-29T05:00:00+0000,"Environmental groups and state officials across Northeast begin preparing legal challenges to new rules issued by Bush administration that will relax pollution-control regulations for thousands of power plants and factories; New York State Atty Gen Eliot Spitzer announces plans to file federal lawsuit charging that new rules violate Clean Air Act, and Gov Pataki says he will support effort; in New Jersey, Gov James E McGreevey says his appointed attorney general, Peter C Harvey, will also take legal action (M)",New Jersey
New Jersey Intends to End Incentive Plan On Pollution,https://www.nytimes.com/2002/09/18/nyregion/new-jersey-intends-to-end-incentive-plan-on-pollution.html,2002-09-18T05:00:00+0000,New Jersey officials plan to end air quality program introduced by former Gov Christie Whitman that relies on economic incentives for polluters to reduce smog-forming emissions; program allows companies to buy and sell rights to emit regulated pollutants--an idea that Bradley M Campbell has questioned since he was appointed environmental protection commissioner in January (M),New Jersey
DuPont Trial Wraps Up With Clashing Views Over Pollution,https://www.nytimes.com/2002/05/22/nyregion/dupont-trial-wraps-up-with-clashing-views-over-pollution.html,2002-05-22T05:00:00+0000,"Jury hearing lawsuit over DuPont Co's shuttered explosives plant in Pompton Lakes, NJ, hears sharply conflicting arguments about whether pollution from plant caused residents' illnesses; will begin deliberating on whether four women who grew up in Pompton Lakes deserve financial damages for ailments they contend DuPont caused, and whether they and six other residents, including three children, are entitled to lifetime of free medical monitoring (M)",New Jersey
Exxon Settles $9 Billion Pollution Case in New Jersey for Far Less,https://www.nytimes.com/2015/02/28/nyregion/exxon-mobil-settles-with-new-jersey-over-environmental-damage.html,2015-02-27T10:26:51+0000,"The agreement emerged as a judge was believed to be close to ruling on damages for the contamination and loss of use of more than 1,500 acres of wetlands, marshes, meadows and waters.",New Jersey
New York and 3 Other States Join Against Air Pollution,https://www.nytimes.com/2004/05/21/nyregion/new-york-and-3-other-states-join-against-air-pollution.html,2004-05-21T05:00:00+0000,"New York, New Jersey, Connecticut and Pennslyvania sue Allegheny Energy Inc, claiming that company's coal-fired electric generating plants in Pennsylvania emit pollution that drifts across state lines, worsens smog, produces acid rain and causes respiratory problems for people in metropolitan region; want company to install antipollution equipment; company says it is not in violation of pollution laws (M)",New Jersey
New Jersey Set to Seek Damages to Pay for Reversing Effects of Pollution,https://www.nytimes.com/2003/09/10/nyregion/new-jersey-set-to-seek-damages-to-pay-for-reversing-effects-of-pollution.html,2003-09-10T05:00:00+0000,"New Jersey will begin enforcing law that requires polluters to pay total costs of restoring water sources and other natural resources damaged by contaminents, not just mess left behind; move could create hundreds of millions of dollars in additional costs for state's businesses; damages have been collected in past but only in cases related to catastrophic ecological events; this will be first systematic attempt to seek restoration for damages to natural resources, and other states are watching closely (M)",New Jersey
9 Northeast States File Suit Over New Rules on Pollution,https://www.nytimes.com/2003/01/01/us/9-northeast-states-file-suit-over-new-rules-on-pollution.html,2003-01-01T05:00:00+0000,Nine Northastern states file legal challenge to new air-pollution rules for power plants and other industries just hours after Bush administration publishes rules; say rules constitute most serious effort at rolling back landmark Clean Air Act since it was enacted more than 30 years ago; changes would allow thousands of aging coal-fired power plants and other industrial sites to upgrade without having to install costly anti-pollution devices (M),New Jersey
State Senate Works to Block Christie From Settling Pollution Lawsuit Against Exxon,https://www.nytimes.com/2015/03/17/nyregion/state-senate-works-to-block-christie-from-settling-pollution-lawsuit-against-exxon.html,2015-03-17T01:35:04+0000,Lawmakers passed a resolution urging a judge to reject a proposed $225 million settlement. They believe the state could reap as much as $8.9 billion in damages.,New Jersey
New Jersey Sues to Force 3 Companies to Clean Up Chromium Pollution at 106 Sites,https://www.nytimes.com/2005/05/04/nyregion/new-jersey-sues-to-force-3-companies-to-clean-up-chromium.html,2005-05-04T05:00:00+0000,"The State of New Jersey sued three major corporations Tuesday to force the cleanup of more than 100 locations that were contaminated over the last century when Hudson and Essex Counties were major producers of chromium chemicals.    The lawsuit, filed by Attorney General Peter C. Harvey in Superior Court in Hudson County, demands that the companies pay for the cleanup of 106 sites, at a cost that is estimated at hundreds of millions of dollars.   ",New Jersey
Eastern States Introduce a Plan to Cap Tailpipe Pollution,https://www.nytimes.com/2019/12/17/climate/tailpipe-emissions-cap-and-trade.html,2019-12-17T21:34:33+0000,Twelve states and the District of Columbia released a draft plan for an ambitious cap-and-trade program to curb planet-warming emissions on the region’s roads.,New Jersey
Mayor de Blasio Tells New Jersey to Reject Deal With Exxon,https://www.nytimes.com/2015/06/09/nyregion/mayor-de-blasio-tells-new-jersey-to-reject-deal-with-exxon.html,2015-06-09T00:48:22+0000,"The de Blasio administration has asked that New Jersey’s proposed $225 million pollution settlement with Exxon be rejected, saying it “appears wholly inadequate.”",New Jersey
A Cemetery or an ‘Environmental Train Wreck’? Burial Site Fuels Debate.,https://www.nytimes.com/2023/05/11/nyregion/mikvah-cemetery-rockland-county.html,2023-05-11T09:00:24+0000,Neighbors say the cemetery and a mikvah under construction across the street threaten the safety and supply of water in an area where many homes rely on wells for drinking and bathing.,New Jersey
U.S. SUED ON AIR RULES,https://www.nytimes.com/2003/01/05/nyregion/briefing-environment-us-sued-on-air-rules.html,2003-01-05T05:00:00+0000,"New Jersey and eight other states file suit in federal court contending that federal government revisions of air pollution rules for industries violate federal Clean Air Act, will allow factories and utilities to increase pollution and directly threaten health of residents (S)",New Jersey
Metro Briefing | New Jersey: Sandy Hook: More Beaches Closing,https://www.nytimes.com/2004/08/06/nyregion/metro-briefing-new-jersey-sandy-hook-more-beaches-closing.html,2004-08-06T05:00:00+0000,Clean Ocean Action expects record number of beach closings along Jersey Shore this summer because of pollution and runoff (S),New Jersey
EMISSIONS TESTING,https://www.nytimes.com/2002/03/17/nyregion/briefing-transportation-emissions-testing.html,2002-03-17T05:00:00+0000,New Jersey Commission of Investigation issues report that calls contract with Parsons Infrastructure for conducting auto emissions tests mammoth boondoggle and says there is no proof that enhanced tests have reduced pollution (S),New Jersey
TRIAL OPENS,https://www.nytimes.com/2003/02/16/nyregion/briefings-environment-trial-opens.html,2003-02-16T05:00:00+0000,"New Jersey and federal government begin trial in Columbus, Ohio, alleging that air pollution in New Jersey is made worse by Ohio Edison power plant (S)",New Jersey
OPPOSITION TO MERCURY RULES,https://www.nytimes.com/2004/07/04/nyregion/briefings-government-opposition-to-mercury-rules.html,2004-07-04T05:00:00+0000,New Jersey and 10 other states file formal complaint against Bush administration's plan to allow many coal-fired plants to avoid installing mercury pollution controls (S),New Jersey
Metro Briefing | New Jersey: Trenton: Inspections For Underground Tanks,https://www.nytimes.com/2004/08/20/nyregion/metro-briefing-new-jersey-trenton-inspections-for-underground-tanks.html,2004-08-20T05:00:00+0000,"New Jersey Department of Environmental Protection will begin regular inspections of more than 22,000 underground storage tanks at service stations throughout state as part of program to prevent pollution (S)",New Jersey
WATERSHED QUALITY,https://www.nytimes.com/2002/01/13/nyregion/briefing-environment-watershed-quality.html,2002-01-13T05:00:00+0000,Environmental Protection Agency releases survey showing that Cohansey-Maurice and Mullica-Toms watersheds in New Jersey rank among worst in US for water quality (S),New Jersey
Metro Briefing | New Jersey: Camden: Environmental Suit To Be Heard,https://www.nytimes.com/2001/09/25/nyregion/metro-briefing-new-jersey-camden-environmental-suit-to-be-heard.html,2001-09-25T05:00:00+0000,Federal appeals court in Camden hears case involving both civil rights and environmental law; residents of low-income neighborhood are trying to close down St Lawrence Cement plant on grounds that it adds to already high levels of pollution (S),New Jersey
Metro Briefing | New Jersey: Trenton: State To Impose New Water Test,https://www.nytimes.com/2002/09/11/nyregion/metro-briefing-new-jersey-trenton-state-to-impose-new-water-test.html,2002-09-11T05:00:00+0000,New Jersey will become first state in country to require that all private water wells be tested for pollution before property is sold (S),New Jersey
Governor Christie’s Gift to Exxon Mobil,https://takingnote.blogs.nytimes.com/2015/08/28/governor-christies-gift-to-exxon-mobil/,2015-08-28T14:32:42+0000,The company will have to pay just $225 million for its pollution of New Jersey’s wetlands.,New Jersey
Metro Briefing | New York: Gowanus Included In River Cleanup Plan,https://www.nytimes.com/2003/07/31/nyregion/metro-briefing-new-york-gowanus-included-in-river-cleanup-plan.html,2003-07-31T05:00:00+0000,"Gowanus Canal in New York City and Passaic River in New Jersey are selected by federal Urban Restoration Initiative to receive $50,000 grant each as part of pilot project that aims to clean up polluted rivers and waterways (S)",New Jersey
Little Reassurance for Toms River Residents About Causes of Cancers,https://www.nytimes.com/2001/12/19/nyregion/little-reassurance-for-toms-river-residents-about-causes-of-cancers.html,2001-12-19T05:00:00+0000,"Toms River, New Jersey, get little reassurance from federal and state officials with regard to high rates of childhood cancers in community; photo; scientists say no single environmental factor appears to be responsible, and that some of cancers have no discernible link to water or air pollution from two Superfund sites; strongest link involves female babies of mothers who consumed water contaminated by Ciba-Geigy site (M)",New Jersey
BEACH CLOSINGS,https://www.nytimes.com/2002/07/28/nyregion/briefing-environment-beach-closings.html,2002-07-28T05:00:00+0000,"Clean Ocean action environmental group reports that New Jersey closed ocean and bay beaches 125 times in summer of 2001, compared with 33 closings in 2000 (S)",New Jersey
"With Lawsuits, New Jersey Signals Tougher Stance on the Environment",https://www.nytimes.com/2018/08/01/nyregion/new-jersey-environment-lawsuit-pollution.html,2018-08-01T22:01:28+0000,State officials announced lawsuits targeting a half-dozen sites around the state where communities are still feeling the effects of pollution.,New Jersey
Metro Briefing | New Jersey: Totowa: Cleanup Of Oil Spill,https://www.nytimes.com/2006/02/07/nyregion/metro-briefing-new-jersey-totowa-cleanup-of-oil-spill.html,2006-02-07T05:00:00+0000,New Jersey environmental crews contain and clean heating oil spill in Passaic River (S),New Jersey
Region's Air Doesn't Meet New Standards,https://www.nytimes.com/2004/04/16/nyregion/region-s-air-doesn-t-meet-new-standards.html,2004-04-16T05:00:00+0000,"Environmental Protection Agency finds that air in most areas of New York State and all of New Jersey and Connecticut does not meet federal air quality standards for smog; problem is caused by combination of dirty emissions from atuomobiles and factories in states themselves and contaminates floating in air from Midwest and central Canada; states must now act to reduce ground-level ozone; EPA says air is not dirtier, but standards are higher and more aggressive to make air cleaner and reduce asthma and other respiratory problems; map shows pollution in three states (M)",New Jersey
3 Northeast States Win Verdict Against a Utility,https://www.nytimes.com/2003/08/08/us/3-northeast-states-win-verdict-against-a-utility.html,2003-08-08T05:00:00+0000,"Judge Edmund A Sargus Jr rules that Ohio Edison violated Clean Air Act when it failed to install improved pollution controls at coal-burning power plant; ruling is major victory for New York, New Jersey and Connecticut, which have joined EPA in lawsuits over acid rain; nitrogen oxides and sulfur dioxides emitted by some 70 such power plants in Ohio Valley are blamed for 80 percent to 90 percent of acid rain deposits in Adirondacks (M)",New Jersey
Metro Briefing | New Jersey: Newark: Groups Criticize Cleanup Accord,https://www.nytimes.com/2004/02/19/nyregion/metro-briefing-new-jersey-newark-groups-criticize-cleanup-accord.html,2004-02-19T05:00:00+0000,"New York/New Jersey Baykeeper and Hackensack Riverkeepers say they will go ahead with lawsuits accusing Occidental Chemical Corp of polluting Newark Bay with industrial contaminants, including dioxin; say settlement between company and Environmental Protection Agency was intended to head off their lawsuits (S)",New Jersey
Study Begins On Pollutants In Passaic River,https://www.nytimes.com/2003/10/21/nyregion/study-begins-on-pollutants-in-passaic-river.html,2003-10-21T05:00:00+0000,"New Jersey and federal officials will study pollution in Passaic River from Paterson (NJ) to Newark Bay; Environmental Protection Agency regional administrator Jane M Kenny comments; lower section of river, which is in highly industrialized area, has been dumping ground for decades for toxic pollutants (M)",New Jersey
Utility to Spend $1.2 Billion to Cut Emissions,https://www.nytimes.com/2003/04/19/us/utility-to-spend-1.2-billion-to-cut-emissions.html,2003-04-19T05:00:00+0000,"Dominion Virginia Power Co, in largest settlement ever under Clean Air Act, reaches accord with Environmental Protection Agency and five states to spend $1.2 billion to install pollution-reducing technology in eight coal-burning power plants in Virgina and West Virginia by 2013; New York, New Jersey and Connecticut have long complained that emissions from plants were polluting their air; company also agrees to pay $5.3 million in federal penalties and $14 million for various states' environmental projects; new controls will curb emissions of sulfur dioxide, which causes acid rain, and nitrogen oxide, which causes smog; Admr Christie Whitman holds settlement shows Bush administration's commitment to fully enforcing environmental laws (M)",New Jersey
New Auto Emissions Testing System Faces Elimination by Lawmakers,https://www.nytimes.com/2001/05/08/nyregion/new-auto-emissions-testing-system-faces-elimination-by-lawmakers.html,2001-05-08T05:00:00+0000,New Jersey lawmakers cite new federal rules in calling for end to enhanced emissions test for cars built since 1996; those cars would be subject to diagnostic testing that would be faster than problem-plagued treadmill test (M),New Jersey
Many Counties Failing Fine-Particle Air Rules,https://www.nytimes.com/2004/12/18/politics/many-counties-failing-fineparticle-air-rules.html,2004-12-18T05:00:00+0000,"Environmental Protection Agency says about third of Americans live in counties that do not meet seven-year-old standards for microscopic particles of pollution that cause thousands of premature deaths every year; 20 states affected, including New York, New Jersey and Connecticut, have three years to develop plans to bring their problem counties into compliance by 2010, or face loss of federal highway money; map (M)",New Jersey
SUPERFUND MONEY,https://www.nytimes.com/2002/10/06/nyregion/briefing-environment-superfund-money.html,2002-10-06T05:00:00+0000,Environmental Protection Agency earmarks $61.2 million to help New Jersey clean 10 of 115 Superfund sites (S),New Jersey
"Christie, Defending Exxon Deal, Says Environmental Damage Will Be Repaired",https://www.nytimes.com/2015/03/11/nyregion/christie-defending-exxon-deal-says-environmental-damage-will-be-repaired.html,2015-03-11T00:48:36+0000,Gov. Chris Christie of New Jersey praised a deal to conclude a multibillion-dollar pollution suit against the oil company. Critics say the deal is being made to fill holes in the state budget.,New Jersey
Metro Briefing | New Jersey: Trenton: Mercury Emission Controls,https://www.nytimes.com/2003/12/11/nyregion/metro-briefing-new-jersey-trenton-mercury-emission-controls.html,2003-12-11T05:00:00+0000,New Jersey proposes new controls intended to cut mercury emissions from power plants and other sources by 75 percent in three years (S),New Jersey
Metro Briefing | New Jersey: Trenton: Auto Emission Tests Delayed,https://www.nytimes.com/2003/05/16/nyregion/metro-briefing-new-jersey-trenton-auto-emission-tests-delayed.html,2003-05-16T05:00:00+0000,New Jersey Department of Environmental Protecton announces delay of new computerized auto emissions test until August because of system software problems (S),New Jersey
A Box Fell From the Sky. It Had a Note About Trump. The Police Were Not Amused.,https://www.nytimes.com/2018/08/10/us/nasa-package-donald-trump-new-jersey.html,2018-08-11T00:37:03+0000,The package landed on a New Jersey field with a note assuring that the device was not a bomb and wishing the president a “great round of golf.”,New Jersey
Governor Outlines Restrictions To Protect Reservoirs' Purity,https://www.nytimes.com/2002/04/23/nyregion/governor-outlines-restrictions-to-protect-reservoirs-purity.html,2002-04-23T05:00:00+0000,"New Jersey Gov James E McGreevey outlines plan to protect water quality in nine major reservoirs that serve about 3.5 million people, or about half of state's population (S)",New Jersey
Study Investigates Proliferation of Plastic in Waterways Around New York,https://www.nytimes.com/2016/02/19/nyregion/-nyregion-00plastic-beads-water-pollution.html,2016-02-19T02:45:25+0000,"At any given time, an estimated 165 million plastic particles are floating in the estuaries that stretch from the Tappan Zee Bridge to Sandy Hook Bay, in New Jersey, a study finds.",New Jersey
Metro Briefing | New Jersey: Trenton: Fouled Beaches Reopen,https://www.nytimes.com/2003/07/15/nyregion/metro-briefing-new-jersey-trenton-fouled-beaches-reopen.html,2003-07-15T05:00:00+0000,Four miles of New Jersey beaches in Lavalette and Dover Township are reopened after investigation finds waste on beach is not dangerous (S),New Jersey
SMOG INCREASES,https://www.nytimes.com/2002/09/08/nyregion/briefing-environment-smog-increases.html,2002-09-08T05:00:00+0000,New Jersey Public Interest Research Group reports that smog levels in state increased dramatically in 2001 and continue to worsen (S),New Jersey
Metro Briefing | New Jersey: Avon-By-The-Sea: Water Standards Criticized,https://www.nytimes.com/2001/08/17/nyregion/metro-briefing-new-jersey-avon-by-the-sea-water-standards-criticized.html,2001-08-17T05:00:00+0000,Three-year study of wastewater off Jersey Shore by Clean Ocean Action finds few or no government standards for toxins and careless record-keeping by state (S),New Jersey
Gov. Christie’s Bad Deal With Exxon ,https://www.nytimes.com/2015/04/09/opinion/gov-christies-bad-deal-with-exxon.html,2015-04-09T07:21:21+0000,Anyone who wants cleaner air and water in New Jersey should urge the governor to reject the $225 million settlement that was negotiated in secret.,New Jersey
POLLUTERS PAY MORE,https://www.nytimes.com/2003/08/10/nyregion/briefings-environment-polluters-pay-more.html,2003-08-10T05:00:00+0000,"New Jersey Environmental Protection Comr Bradley Campbell says state is expanding scope of its efforts against polluters by seeking funds to compensate for loss of use of natural resources, including drinking water sources and wetlands (S)",New Jersey
Metro Briefing | New Jersey: Trenton: Beach Waste Was Accidental,https://www.nytimes.com/2003/08/29/nyregion/metro-briefing-new-jersey-trenton-beach-waste-was-accidental.html,2003-08-29T05:00:00+0000,"Investigators report that syringes, crack vials and raw human sewage washing up on New Jersey's beaches this summer do not appear intentional, but rather overflow from sewers, storm drains, shorelines and sewage treatment plants (S)",New Jersey
Metro Briefing | New Jersey: Newark: Legal Action Over Dioxin,https://www.nytimes.com/2003/11/20/nyregion/metro-briefing-new-jersey-newark-legal-action-over-dioxin.html,2003-11-20T05:00:00+0000,"Coalition of environmental groups will sue four chemical companies for dumping dioxins into Passaic River in New Jersey for 20 years; says dioxin eventually wound up in Newark Bay, where fishermen and crabbers, either unknowingly or defiantly, harvested tainted seafood (S)",New Jersey
CRACKDOWN ON ILLEGAL DOCKS,https://www.nytimes.com/2003/01/19/nyregion/briefing-down-the-shore-crackdown-on-illegal-docks.html,2003-01-19T05:00:00+0000,New Jersey Environmental Protection Department cracks down on owners of 93 illegal docks that may pollute state-owned tidelands with oil and gas leaking from boats (S),New Jersey
Metro Briefing | New Jersey: Trenton: Fuel-Cell Legislation,https://www.nytimes.com/2002/08/06/nyregion/metro-briefing-new-jersey-trenton-fuel-cell-legislation.html,2002-08-06T05:00:00+0000,"New Jersey Senator Peter A Inverso will introduce legislation that will offer business tax credit for purchase of fuel-cell powered cars, which only emit water vapor, and fuel research commission; photo (S)",New Jersey
DIRTY WATER,https://www.nytimes.com/2003/03/09/nyregion/briefings-environment-dirty-water.html,2003-03-09T05:00:00+0000,"Clamming is suspended indefinitely, shellfish beds are closed and health of Raritan Bay and nearby waters is threatened after ruptured sewage pipe serving most of central New Jersey diverts 2.5 million gallons of raw sewage an hour into upper New York Harbor; rupture does not affect quality of drinking water (S)",New Jersey
NET LIMITS ON FISH,https://www.nytimes.com/2003/02/02/nyregion/briefings-environment-net-limits-on-fish.html,2003-02-02T05:00:00+0000,New Jersey Environmental Protection and Health and Senior Services Departments issue more restrictive advisories on amounts of 13 species of fish and crabs collected in state waters that are considered safe to eat based on their polychlorinated biphenyl levels (S),New Jersey
Health Hazards Close Beaches,https://www.nytimes.com/2003/07/12/nyregion/health-hazards-close-beaches.html,2003-07-12T05:00:00+0000,"Broken sewer pipe in Westchester County, NY, closes five beaches; four miles of Jersey Shore are closed after medical wastes wash up (S)",New Jersey
NEW SUPERFUND SITES,https://www.nytimes.com/2002/09/08/nyregion/briefing-environment-new-superfund-sites.html,2002-09-08T05:00:00+0000,"Environmental Protection Agency adds former Atlantic Resources Corp industrial site in Sayreville, Quanta Resources Inc oil and coal tar storage site in Edgewater and Diamond Head oil refinery in Kearney to Superfund federal hazardous water clean-up program (S)",New Jersey
EMISSIONS CONTRACT HEARINGS,https://www.nytimes.com/2001/07/15/nyregion/briefing-transportation-emissions-contract-hearings.html,2001-07-15T05:00:00+0000,"Accountants and other analysts, testifying before New Jersey investigative commission, say state officials grossly underestimated costs and violated contract procurement rules in awarding 1998 auto-inspection contract to Parsons Infrastructure and Technology Group of California (S)",New Jersey
SEWAGE CLOSES BAYS,https://www.nytimes.com/2003/08/24/nyregion/briefings-environment-sewage-closes-bays.html,2003-08-24T05:00:00+0000,"Power blackout causes millions of gallons of sewage to bypass treatment plants in New York City and New Jersey and flow directly into Hudson River, closing Raritan and Sandy Hook bays to clamming (S)",New Jersey
HOPE FOR CLAMS,https://www.nytimes.com/2003/03/23/nyregion/briefings-towns-and-counties-hope-for-clams.html,2003-03-23T05:00:00+0000,"Officials in Middlesex County, NJ, seeking to salvage clams contaminated in huge sewage leak, offer harvesters access to water from Barnegat Bay to clean their catches; say clam beds will remain closed until tested for heavy metals and other pollutants (S)",New Jersey
Metro Briefing | New Jersey: Newark: Ex-Official Convicted In Fuel Deception,https://www.nytimes.com/2003/04/15/nyregion/metro-briefing-new-jersey-newark-ex-official-convicted-in-fuel-deception.html,2003-04-15T05:00:00+0000,"Thomas M Hayes of Saybolt Inc is convicted by federal jury in New Jersey of aiding the bogus testing of gasoline, which allowed millions of gallons of substandard gasoline to be sold in violation of Clean Air Act (S)",New Jersey
INSPECTION SYSTEM,https://www.nytimes.com/2001/01/07/nyregion/briefing-transportation-inspection-system.html,2001-01-07T05:00:00+0000,"Parsons Infrastructure and Technology Group, which runs New Jersey's enhanced auto inspection system, reaches deal that provides additional $5.5 million for construction work and lowers daily fines for test delays (S)",New Jersey
Trenton: Enforcement on Cleanup Sites,https://www.nytimes.com/2007/09/25/nyregion/25mbrfs-environmental.html,2007-09-25T04:00:00+0000,"State environmental officials said yesterday that they would begin enforcement actions against 950 groups and individuals who have failed to comply with regulations for monitoring certain environmental cleanup sites, including groundwater contamination and protective caps. Environmental officials said state law requires that those responsible for monitoring the condition of such sites file reports with the state certifying that protective measures are still in effect. The officials said the state would begin issuing notices of violation next week to those who have not complied. The sites include residential developments, gas stations, industrial sites and public institutions, the officials said.",New Jersey
Metro Briefing | New Jersey: Trenton: Emissions Test Delayed,https://www.nytimes.com/2003/07/24/nyregion/metro-briefing-new-jersey-trenton-emissions-test-delayed.html,2003-07-24T05:00:00+0000,"New Jersey will postpone until January 2004 requirement that owners of about 640,000 automobiles, model years 1996 and 1997, take new emissions test that reads emission data from computer in automobile rather than measuring tailpipe emissions; needs more time to education motorists about test (S)",New Jersey
Metro Briefing | New Jersey: Bloomfield: Redevelopment Grants Set,https://www.nytimes.com/2004/06/16/nyregion/metro-briefing-new-jersey-bloomfield-redevelopment-grants-set.html,2004-06-16T05:00:00+0000,"Jane M Kenny of Environmental Protection Agency announces more than $3 million in federal grants to help decontaminate and redevelop old industrial sites in New York and New Jersey; agency is providing $75 million in federal funds to communities across country for revitalizing thousands of polluted industrial properties, called brownfields, that present comparitively low health risks (S)",New Jersey
"2 States Break Rules on Smog, E.P.A. Finds",https://www.nytimes.com/2003/12/05/nyregion/2-states-break-rules-on-smog-epa-finds.html,2003-12-05T05:00:00+0000,"Environmental Protection Agency proposes designating all of New Jersey and Connecticut as being out of compliance with tougher anti-smog standards; also classifies Putnam, Orange and Dutchess counties in New York in same category with New York City, designation that could mean tougher standards there for industry, gas pumps and cars; state wanted counties placed in separate category; changes are intended to satisfy lawsuit brought by American Lung Association and environmental groups (M)",New Jersey
